,Description,num1,div,num2,unit
4255,DRINK BASE LMN SF 5+1 0%,1,/,3,gal
4256,BROCCOLI FLORET IQF,12,/,2,lb
4257,SAUSAGE BRATWURST 5X1 SMKD SKL,1,/,10,lb
4258,LID PLAS TRANS TRNBRY CUP BOWL,1500,/,,each
4259,OIL OLIVE POMACE,3,/,1,gal
4260,CROUTON SEASONED,1,/,10,lb
4261,WATER PURIFIED,48,/,8,oz
4262,BROTH MIX CHKN,6,/,50,ct
4263,YOGURT FROZEN LF OLD WRLD CHOC,4,/,1,gal
4264,CONTAINER PLAS HNG SNDW CLR,1,/,250,ct
4265,MILK ALMOND ORIG UNSWT,1,/,2.5,gal
4266,CLEANER HVY DTY BREAK-UP SC,2,/,2.5,lt
4267,LID PLAS LFT/LCK F/12-14-16-20,10,/,100,ct
4268,BEAN WAX CUT FANCY,6,/,,#10
4269,SKEWER BAMBOO 6,12,/,1600,ct
4270,SOUP BASE BEEF REAL,6,/,1,lb
4271,DRESSING FRENCH CALIF,4,/,1,gal
4272,SEASONING SALT FREE 17,1,/,20,oz
4273,CHEESE COTTAGE SMALL CURD 4%,2,/,5,lb
4274,CHIP MULTIGRAIN GRDN SALSA,104,/,1,oz
4275,TOWEL MULTIFOLD NAT 9.25X9.5,16,/,250,ct
4276,BEAN BAKED NEW ENG STYLE FCY,6,/,,#10
4277,SANITIZER LIQ SUMA FINAL 1024,2,/,84.5,oz
4278,ONION FRESH CIPPOLINI PLD,1,/,,gal
4279,BEAN WHITE SM,6,/,,#10
4280,SPICE PAPRIKA XFCY,1,/,1,lb
4281,SPICE PEPPER RED GROUND,6,/,1,lb
4282,SPICE TARRAGON LEAVES WHL,1,/,3.5,oz
4283,DECORATION CHOC SPRINKLES,4,/,6,lb
4284,SAUCE PLUM,6,/,5,lb
4285,TOMATO ROMA UTILITY FRESH,1,/,25,lb
4286,OLIVE KALAMATA PTD PLAS KEG,4,/,4.4,lb
4287,SPICE OREGANO WHL LEAVES MEX,1,/,1.5,#
4288,MARMALADE ORANGE PC JAR,72,/,1,oz
4289,CHEESE BRIE DOMSTC 1 KG,2,/,2.2,lb
4290,GLOVE VINYL FDSRV PWD SML,10,/,100,ct
4291,CUP PAPER COLD JAZZ 5 OZ,30,/,100,ct
4292,JUICE APPLE RTS PET,8,/,60,oz
4293,CHIP TORTILLA COOLER RANCH SS,104,/,1,oz
4294,CRACKER WATER TABLE MINI PACK,24,/,2.2,oz
4295,CHIP POTATO RIDGED ORIG SS,104,/,1,oz
4296,SPOON PLAS MED STY WRAPPED BLK,1000,/,,ct
4297,BUCKET ICE PAPER WAXED MARBLE,100,/,83,oz
4298,LINER ROLL 24X24 6 MC NAT,1000,/,8-10,g
4299,CAKE CARROT 4 HIGH,2,/,14,ct
4300,CRACKER WATER TABLE BITE SIZE,200,/,3,pk
4301,YOGURT STRAWBERRY NFAT,4,/,5,lb
4302,CRAYON KID CLSY CRAYANGLE,360,/,4,ct
4303,CRAB CAKE BRD 3 OZ,1,/,10,lb
4304,CHIP POTATO KETTLE VARIETY PAK,2,/,30,ct
4305,TOMATO CRUSHED CHNKY PEELED CA,6,/,,#10
4306,BOX CARRYOUT DINNER WHT,250,/,,9x5x4
4307,LOBSTER TAIL N.ATL PREM 4-5OZ,1,/,10,lb
4308,OYSTER INSHELL DUXBERRY PEARL,1,/,100,ct
4309,COOKIE FORTUNE WRPD,1,/,7,lb
4310,CREAM SOUR CULTRD GRADE A,2,/,5,lb
4311,WRAP FOOD DRY WAX FLD 12X10.75,8,/,500,ct
4312,CRAYON RED BLUE YELLOW GREEN,360,/,4,ct
4313,MUSHROOM SLICED FRSH TUBS,2,/,5,lb
4314,LID PLAS MICRWV F/INCREDI-BOWL,500,/,12-20,z
4315,COUSCOUS MED,12,/,10,oz
4316,TOMATO STEWED MW,6,/,,#10
4317,SPICE BAY LEAVES WHL,1,/,8,oz.
4318,JUICE TOMATO,48,/,5.5,oz
4319,CANDY PEANUT BUTTER CUP,1,/,36,ct
4320,SPICE GARLIC GRANULATED,1,/,7.25,lb
4321,SPICE MUSTARD GROUND DRY,1,/,1,lb
4322,SPICE OREGANO GROUND,1,/,13,oz
4323,SPICE CINNAMON GRND,1,/,18,oz.
4324,NAPKIN 1/4F LUNCH 11.5X13 1PLY,12,/,500,ct
4325,CHOCOLATE CHIP IMIT 4000 CT,1,/,25,lb
4326,LID PLAS DOME F/ 24 OZ SQ BOWL,1,/,300,ea
4327,SYRUP PANCAKE & WAFFLE,4,/,1,gal
4328,SAUSAGE TURKEY LINK RAW 1OZ CN,160,/,1,oz
4329,PLATE PLAS CLR 6 IN SCRWARE,20,/,25,ct
4330,BEEF PATTY CHUCK RND FRSH,56,/,4,oz
4331,ASPARAGUS FRESH WHT LG,1,/,11,lb
4332,TRAY FOOD PAPER RED PLAID 5 LB,2,/,250,ct
4333,GLOVE VINYL FDSRV PWD MED,10,/,100,ct
4334,BOX PIZZA 18X13X2 WKB,50,/,,half
4335,SAUCE HOT,12,/,5,oz
4336,APPLESAUCE NATURAL 4 OZ,72,/,3.9,oz
4337,SAUCE HOT,4,/,.5,gal
4338,PIE PECAN SOTHRN PRESLI 10,6,/,36,oz
4339,COFFEE CAPPUC FRNCH VAN INST,6,/,2,lb
4340,TOWEL ROLL CENTERPULL 2 PLY,6,/,611,ct
4341,TOWEL MULTI 9.5X9.12 EARTH+,16,/,250,ct
4342,JELLY GRAPE,12,/,12,oz
4343,MIX BISCUIT BTRM SOTHRN STY,6,/,5,lb
4344,PEPPER RED ROASTED,12,/,28,oz
4345,DRESSING ITALIAN GOLDEN PACKET,100,/,1.5,oz
4346,LID PLAS DOME CLR,20,/,50,ct
4347,MUSTARD DIJON PLS JAR,6,/,48,oz
4348,MILK DRY NFAT INST GRANULATE,6,/,5,lb
4349,POTATO YUKON GOLD ORGANIC,10,/,5,lb
4350,HONEY PURE PC JAR,72,/,1.1,oz
4351,CHIP POTATO REG SNG SRV,104,/,1,oz
4352,CHIP POTATO SRCRM & ONION SS,104,/,1,oz
4353,BREAKFAST BAR NUTRI-GRN APPLE,48,/,1.3,oz
4354,SAUCE HOT CHILI SRIRACHA,12,/,18,oz
4355,LID PLAS CLR FOR 50010/50310,2,/,125,ct
4356,POLISH STNLS ECOSHINE,6,/,32,oz
4357,CHIP TORTILLA TRIANG CORN WHT,4,/,16,oz
4358,SHAKER DISP PEPPER FLUTED BLK,48,/,1.5,oz
4359,SUGAR CONFECTIONER 10X CANE,12,/,2,lb
4360,PLATE PLASTIC CLR 9 DESGNWARE,10,/,18,ct
4361,BREAD CRUMB PLAIN MED,6,/,5,lb
4362,COOKIE ANIMAL CRACKER WG,150,/,1,oz
4363,COVER TRAY WHT SCALLOP MED WGT,1000,/,,14x19
4364,KIT DIET YEL SUGAR FREE S&P,1,/,500,ct
4365,SAUCE BBQ SWEET MEMPHIS,4,/,1,gal
4366,SAUCE CRANBERRY WHOLE,6,/,,#10
4367,PORK CHOP B/I C/C 5 OZ SEAS,32,/,5,oz
4368,ROLL FRENCH SNDW HOAGIE,72,/,3.25,oz
4369,SAUCE GREEN PEPPER,12,/,5,oz
4370,OLIVE QUEEN STFD PMTO100/120,4,/,1,gal
4371,TOMATO SUNDRIED HALF DOM,1,/,5,lb
4372,MIX CAKE CARROT W/CRM CHS ICNG,6,/,7,lb
4373,BAG PAPR WET WAX SDWCH 6X1.1X7,6,/,1000,ct
4374,SPICE THYME LEAVES WHL,1,/,6,oz
4375,SYRUP FRUIT PUNCH POWERADE BIB,1,/,2.5,gal
4376,SYRUP SPRITE 5X1 BIB,1,/,2.5,gal
4377,MARGARINE SOLID ZTF,30,/,1,lb
4378,SQUASH ZUCCHINI FCY FRSH,1,/,20,lb
4379,JUICE ORANGE 100% ASEPTIC,12,/,46,oz
4380,LID PLAS DOME CLR FOR 5LB BOWL,25,/,,ea
4381,CUP BIODEG CLR GRN STRIPE,1000,/,20,oz
4382,"KIT CUTLERY BLK K,F,S BLKG NAP",1,/,250,ct
4383,NAPKIN DISP 13X12 1PLY UNBLEAC,12,/,500,ct
4384,LID PLAS CLR POLYPRO,10,/,50,ct
4385,CEREAL ALL BRAN INDIV BOX,70,/,1.76,oz
4386,SOUP TOMATO FLRNTN CONC,3,/,4,lb
4387,STRAWBERRY FRESH,1,/,4,#
4388,CONE CAKE #30 JACKETED BULK,1,/,275,ct
4389,MOLASSES PURE LT UNSULPHURED,4,/,1,gal
4390,PARSNIP FRESH ORGANIC,1,/,25,lb
4391,TONG PLAS BLK 6.25 SM SERVING,72,/,6.25,""""
4392,ICE CREAM CHOC,1,/,3,gal
4393,STUFFING HERB SEASONED,6,/,32,oz
4394,CREAM SOUR CULTRD GRADE A,4,/,5,lb
4395,BASE TURKEY NO MSG 6/1 LB,6,/,1,lb
4396,CANDY BAR CHOC MILK,1,/,36,ct
4397,BEAN BLACK TURTLE DRIED WASH,1,/,50,lb
4398,SUGAR GRANULATED XFINE CANE,4,/,10,lb
4399,SANITIZER BAR GLASS MANUAL,100,/,.25,oz
4400,CUP PAPER HOT WHITE 10 OZ,20,/,50,ct
4401,JUICE CRANBERRY LT 27% CKT BTL,8,/,64,oz
4402,CUP SOUFFLE PAPER 2 OZ,20,/,250,ct
4403,JUICE APPLE 4+1,1,/,2.5,gal
4404,SNACK MIX ORIG SNAK-EN,1,/,10,lb
4405,CHEESE GORGONZOLA CRUMBLE,4,/,2.5,#
4406,CREAMER COFFEE LIQ FRNCH VAN,3,/,1.5,gal
4407,JUICE POMEGRANATE BLBRY VFSION,12,/,12,oz
4408,YEAST ACTIVE DRY,12,/,2,lb
4409,SPICE PAPRIKA SMK,1,/,17,oz.
4410,SYRUP COKE CLS HIGH YLD,1,/,5,gal
4411,PASTA EGG NOODLE MEDIUM,12,/,1,lb
4412,PEPPER JALAPENO SLI,6,/,,#10
4413,BOX PIZZA SLICE 9.5X10X1.75,200,/,,ea
4414,BAG HOT DOG FOIL REGULAR,1000,/,,ea
4415,SPICE CUMIN GRND,1,/,4.5,lb
4416,COFFEE GRND DECAF SP BLD W/F,96,/,2,oz
4417,BUTTER BLEND EURO STY ZTF,36,/,1,lb
4418,SALT PELLET WATER SOFTENER,1,/,50,lb
4419,TORTILLA CORN RED 6 IN,12,/,60,ct
4420,STRAW PLAS SIP STK,10,/,1000,ct
4421,MIX PUDDING VAN INST LO CAL,6,/,20,oz
4422,POPCORN KIT COMPLT W/OIL/SEASN,36,/,8,oz
4423,SQUASH ACORN FRSH,1,/,40,lb
4424,BAND NAPKIN PAPER 1.5X4.25 WHT,4,/,2500,ct
4425,CARTON CARRY BARN 9X5X4 WH,1,/,125,ct
4426,CHEESE GOUDA SMK,4,/,6,lb
4427,PATTY VEG MAX SUB SLIDER,48,/,3,oz
4428,ONION YELLOW DICED 1/4,1,/,5,lb
4429,SCALLOP IQF DRY 40/60 IMPT,2,/,5,lb
4430,SNACK BAR PRO SPCL K PNUT CHOC,6,/,8,ct
4431,BAND NAPKIN 1.5X4.25 BURGUNDY,1,/,2500,ct
4432,SYRUP MOUNTAIN BLAST NON-CARB,1,/,5,gal
4433,VINEGAR DISTILLED WHITE 4%/5%,4,/,1,gal
4434,SAUCE BBQ POUCH DSPNSR,2,/,1.5,gal
4435,SYRUP BREAKFAST SUGAR FREE,100,/,1.1,oz
4436,JUICE RASP LEMONADE CONC 5X1,4,/,90,oz
4437,CHICKEN BRST AIRLINE 8OZ,1,/,20,lb
4438,JUICE GRAPE PURE PREMIUM,12,/,12,oz
4439,KIT CUTLERY NPKN ROLL REFLCTN,4,/,30,ct
4440,LID PAPER VENT FOR H4085 CONT,20,/,25,ct
4441,CONTAINER PLAS PIE WDG HNG CLR,8,/,63,ct
4442,CONTAINER FOOD COMPOSTABLE 8Z,20,/,50,ct
4443,CHOCOLATE CHIP WHITE 1000 CT,1,/,10,lb
4444,FORK PLAS WRP BLK,1,/,1000,ct
4445,DRINK NATURAL CLEMENTINE,24,/,12,oz
4446,SAUCE STEAK PACKET,200,/,.5,oz
4447,BOWL PLAS CATER BLK 5 LB,1,/,25,ea
4448,LID PLAS DOME CLR FOR 10LB BWL,1,/,25,ea
4449,SNACK BAR RICE KRISPIES TREAT,12,/,8,ct
4450,SNACK BAR RICE KRISPIES TREAT,6,/,16,ct
4451,TEA BAG EARL GREY,6,/,24,ct
4452,BUN HOT DOG MINI 4,12,/,16,ct
4453,SPOON PLAS BLK MHVY PS WRPD,1000,/,,ea
4454,BAG PAPR 6.5X1X8 NAT #25 GRSRS,2000,/,,each
4455,APRICOT HVS PLD IN FRUIT JUICE,6,/,,#10
4456,SOUP CHICKEN HMSTYL NDL CONC,3,/,4,lb
4457,CEREAL WHEAT MINI FRSTD BT SZ,70,/,1.31,oz
4458,PEPPER POBLANO FRSH #1,1,/,20,lb
4459,CONTAINER PAPER #3 EARTH NAT,apr,-,,50
4460,CONTAINER BIODEG HNG BAGASSE,500,/,,6x6
4461,PASTE MISO RED,6,/,14,oz
4462,CEREAL HOT OAT INST LOOSE PK,48,/,1,oz
4463,FORK PLAS WHT WRPD PP,1000,/,,ct
4464,JUICE ORANGE ASEPTIC,12,/,1,ltr
4465,BATTER MUFFIN CINN CHP NEW YRK,2,/,9,lb
4466,CROISSANT DOUGH BTR CRV SMALL,357,/,1,oz
4467,MEATBALL BF/PK ITAL STYL 2 OZ,2,/,5,lb
4468,FORK PLAS CORN STARCH,1,/,1000,ct
4469,KNIFE PLAS MED 70% PLNT STARCH,1,/,1000,ct
4470,BUN HOT DOG PLAIN 6 1.9 OZ,8,/,12,ct
4471,JELLY ASST DIET,200,/,.5,oz
4472,BOWL PLAS BLK DEEP,100,/,32,oz
4473,WATER FLAVOR STRWBRY KIWI 5+1,3,/,3,ltr
4474,JUICE ORANGE PREM GRVSTND CRTN,12,/,14,oz
4475,THYME FRESH ORGANIC,1,/,4,oz
4476,MATZO BALL MIX,4,/,3,lbs
4477,CORN MEAL YELLOW SELF-RISING,1,/,25,lb
4478,CONTAINER PLAS 8OZ TEAR STRIP,1,/,240,ct
4479,SHAKER DISP SALT FLUTED ALMOND,48,/,4,oz
4480,SOUP BASE CHICKEN REAL,1,/,8,lb
4481,SOUP BASE HAM NO MSG/HVP,6,/,1,lb
4482,STRIP TEST TAPE QUAT DISP QT10,1,/,,roll
4483,CEREAL HOT OAT KETTLE HEARTY,12,/,47,oz
4484,BEAN PINTO DRIED PREWASH,1,/,20,lb
4485,YOGURT RASPBERRY RNBOW TRIX,48,/,4,oz
4486,SANITIZER MULTI-SURF SANI SURE,100,/,.125,oz
4487,FILTER COFFEE URN 15X5.5,2,/,250,ct
4488,CHEESECAKE CREME BRULEE,14,-,,feb
4489,PAD SCOUR COMM GEN PURP 6X9,3,/,20,ct
4490,BREAD PITA GYRO PRE-OILED 7,12,/,10,ct
4491,SPICE GARLIC SALT,1,/,12,lb
4492,SPICE PEPPER BLK WHL,1,/,5.75,lb
4493,SPICE PEPPER WHITE GROUND,3,/,5,lb
4494,EXTRACT VANILLA IMIT,1,/,32,oz
4495,SYRUP DR PEPPER DIET BIB,1,/,5,gal
4496,APRON POLY SMOOTH WHT 28X46 LT,1,/,100,ct
4497,CREAMER COFFEE NONDAIRY PWD LT,20,/,50,ct
4498,WRAP FOIL CUSH-FLD 14X16,2,/,500,ct
4499,ICE CREAM VAN NSA,1,/,3,gal
4500,CONTAINER PLAS BLK MICRO 2CMP,300,/,,9x6.5
4501,MIX CAKE DEVILS FOOD MOIST,6,/,4.5,lb
4502,TOMATO PLUM WH PLD JCE,6,/,,#10
4503,BAG FOIL PLAIN 3.5X1.5X8.5,1,/,1000,ct
4504,CHICKEN TNDR BRD ORIG RNDM,1,/,10,lb
4505,CHIP POTATO BBQ SS,104,/,1,oz
4506,SPICE PEPPERCORN MELANG 4COLOR,1,/,15,oz
4507,BACON SINGLE SLI 14/18 FRZN,1,/,15,lb
4508,COVER TABLE PAP 3PLY NAVY,25,/,,82x82
4509,POTATO FRY SWEET KK 7/16,6,/,2.5,lb
4510,BOX PIZZA SLI CLAMSHELL,400,/,,ea
4511,LINER ROLL 33X40 12 MC NAT,500,/,33,gal
4512,TISSUE FACIAL 2PLY FLAT WHT,30,/,100,ct
4513,COCOA PWDR,1,/,11,lb
4514,CEREAL CREAM OF RICE,12,/,28,oz
4515,CEREAL CREAM OF WHEAT 2.5 MIN,12,/,28,oz
4516,COVER TABLE WHT 2PLY PAP+1POLY,25,/,,54x108
4517,CREAMER FRCH VAN LIQ PUMP BTL,2,/,1.5,ltr
4518,MOUSSE MIX VANILLA,8,/,30,oz
4519,SUGAR BROWN LIGHT CANE,12,/,2,lb
4520,SPICE CARDAMON GRND ORGANIC,1,/,13,oz
4521,LINER TRASH 40X46 1.1 ML CLR,125,/,40-45,g
4522,BAG POLY SILVERWARE HI-D CLR,2000,/,,3.5x10
4523,TOMATO SUNDRIED JULIENE TURKSH,1,/,5,lb
4524,SPICE DILL WEED WH,1,/,5,oz
4525,SPICE PEPPER BLK COARSE GRND,1,/,1,lb
4526,SAUCE COCKTAIL RTU CUP,120,/,1,oz
4527,SPICE GARLIC POWDER,1,/,1,lb
4528,TUNA LOIN YEL FIN CC #1 FRSH,1,/,10,#avg
4529,CUP PLAS PORTION TRAN .75 OZ,10,/,250,ct
4530,VINEGAR DISTILLED WHITE 4%,6,/,1,gal
4531,BAG PLAS 6.5X9 HI-DEN CLR,1,/,2000,ct
4532,LID DOME DISP CLR,500,/,,ea
4533,BAND PAPR F/NAPK BURG 1.5X4.25,8,/,2500,ct
4534,SAUCE DUCK,4,/,1,gal
4535,MIX SEASONING CHILI,6,/,5.7,oz
4536,SEASONING STEAK MONTREAL,1,/,7,lb
4537,LINER TRASH 40X46 1.5 ML CLR,100,/,40-45,g
4538,LID DOME F/ 5 OZ TULIP CUP,1000,/,,ea
4539,BREAKFAST BAR NUTRI-GRN STWBRY,48,/,1.3,oz
4540,COOKIE CRUMB OREO MEDIUM CRNCH,1,/,25,lb
4541,POPCORN CHEDDAR WHT ORIG,104,/,.625,z
4542,KNIFE PLAS WRP BLK,1000,/,,ct
4543,CANDY PEANUT BTR CUP CHOPPED,4,/,5,lb
4544,CEREAL CRISPIX BULK,4,/,30,oz
4545,CEREAL HNY NUT CHEX GLUTEN FR,96,/,1.13,oz
4546,LID PLAS LOCK & STRAW 12-24OZ,10,/,100,ct
4547,TOWEL GUEST LIN-LIKE 12X17 WHT,10,/,50,ct
4548,CREAMER COFFEE LIQ HZLNT,3,/,1.5,gal
4549,TOMATO SLICED FRSH,4,/,1.5,lb
4550,PEPPER CHIPOTLE IN ADOBO SAUCE,12,/,7,oz
4551,JUICE CRANBERRY DIET,48,/,4,oz
4552,GELATIN ASST CITRUS,12,/,24,oz
4553,COVER PLAS BUN PAN RACK 15MC,50,/,52x80,""""
4554,DOUGH ROLL SUB WHEAT,60,/,7.5,oz
4555,VINEGAR RICE WINE SEAS 4.5%,4,/,1,gal
4556,BACON SINGLE SLICE 18/22,1,/,15,#
4557,PEPPER CHILE GREEN DICED,12,/,,#2.5
4558,MIX CAKE WHITE COMPLT,6,/,5,lb
4559,SPICE THYME LEAVES WHL,1,/,27.5,oz
4560,SPICE GARLIC GRANULATED,1,/,25,oz
4561,NUT CASHEW PCS OIL RSTD SALTED,3,/,2,lb
4562,OKRA PICKLED PREMIUM,6,/,64,oz
4563,BEEF FLANK WHL,5,/,2.5,#
4564,PORK CHOP B/I C/C 4 OZ SEAS,40,/,4,oz
4565,JUICE PINEAPPLE 100% UNSWT BTL,12,/,46,oz
4566,WRAP PAPER DRY WAX 8X10.75 INF,1,/,500,ct
4567,BASE CHICKEN LOW SODIUM NO MSG,6,/,1,lb
4568,PATTY VEG BRGR ORG VEGN MALIBU,48,/,3.2,oz
4569,JUICE ORANGE 100%,8,/,60,oz
4570,BEAN BLACK,6,/,,#10
4571,ICE CREAM CONE VAN BROWNIE,12,/,8,oz
4572,"BAG PASTRY DISPOSABLE 18"" 4MIL",10,/,100,ct
4573,CLEANER OVEN GREASESTRIP+ NP,6,/,32,oz
4574,COCOA MIX HOT,6,/,2,lb
4575,TEA LEMON GRASS TEAS TEA BOTTL,12,/,16.9,oz
4576,NAPKIN DNR 15X17 1PLY 1/8F WHT,12,/,250,ct
4577,BUTTER CUP WHPD USDA AA 90 CT,720,/,5,gm
4578,SYRUP VANILLA PL BTL NONGMO,4,/,1,ltr
4579,TOWELETTE WET NAP,1000,/,,ea
4580,CILANTRO CLEAN & TRIM,1,/,1,lb
4581,WRAP DRY WAX SUB 15X20 IN,2,/,1000,ct
4582,SYRUP CHERRY COKE BIB,1,/,2.5,gal
4583,ALMOND BLANCHED SLICED,3,/,2,lb
4584,OIL SESAME SEED TOASTED PURE,6,/,1,ltr
4585,GREEN MICRO BULLS BLOOD,1,/,4,oz
4586,TORTILLA CORN BLUE 6 IN,12,/,60,ct
4587,JUICE APPLE 100% ASEPTIC,12,/,46,oz
4588,SPICE RED PEPPER GRND,1,/,25,lb
4589,RICE PARBOILED BRN WHLGN LNGRN,1,/,25,lb
4590,BOLOGNA ALL MT STK 1/2 LGE,2,/,5-7,#av
4591,POPCORN MCRO NAT,36,/,3.3,oz
4592,PATTY VEG BLACK BEAN SPICY,48,/,3.25,oz
4593,MUSTARD DIJON PLS,6,/,32,oz
4594,DESSERT GEL TYPE ORANGE,48,/,3.5,oz
4595,WATER BOTTLED,24,/,16.9,oz
4596,PIE APPLE REDUC FAT RTB 10NSA,6,/,46,oz
4597,SEASONING RUB OLD BAY,6,/,22,oz
4598,SOUP POTATO W/BACON CONC,3,/,4,lb
4599,TOWEL ROLL CNTRFD UNIV 2PL WHT,6,/,500,ct
4600,VINEGAR WINE RED PLS,4,/,1,gal
4601,CONE CAKE #22 CUP DSPNSR,8,/,108,ct
4602,VINEGAR BLSMIC WHITE,2,/,5,ltr
4603,PEPPER CHILI GRN DICED RSTD/PL,12,/,27,oz.
4604,WRAP PAPER RD/WHT CHK 12X12,1,/,1000,ct
4605,PASTA ANGEL HAIR,20,/,1,lb
4606,CREAMER NON-DAIRY FRENCH VAN,192,/,13,ml
4607,CANDY BAR STD VARIETY ASST,6,/,30,ct
4608,SPICE PEPPER BLK GRND,6,/,18,oz
4609,SUGAR BROWN LIGHT,24,/,1,lb
4610,SAUCE BBQ CUP,72,/,2,oz
4611,CAKE ANGEL FOOD UNICED,6,/,20,oz
4612,SHERBET RAINBOW,1,/,3,gal
4613,SYRUP ROOT BEER BIB,1,/,5,gal
4614,ICE CREAM VAN NSA 3% CUP,48,/,4,oz
4615,ICE CREAM SUNDAE CHOC CUP,48,/,4,oz
4616,PRESERVE STRAWBERRY PC JAR,72,/,1,oz
4617,BEET FRESH RED,1,/,25,lb
4618,TRAY CARRIER 4 CUP 8-44 OZ,1,/,300,ct
4619,SLEEVE PAPER HOT COFFEE NAT,1300,/,12-20,z
4620,BAG PLAS T-SAK 1/6 ECON .55 ML,1,/,1000,ct
4621,WRAP DRY WAX SANDWICH 12X12,5,/,1000,ct
4622,CUP HOT BIODEG 12 OZ,20,/,50,ct
4623,JAM GRAPE PC JAR,72,/,1,oz
4624,PLACEMAT PAPER ECO 9.75X14 BRG,1000,/,,ea
4625,POTATO RUSSET ORGANIC,10,/,5,lb
4626,CHIP TORTILLA NACHO CHS SS,104,/,1,oz
4627,CHIP MULTIGRAIN HRVST CHDR,104,/,1,oz
4628,TISSUE TOILET JMBO MINISTD 2PL,12,/,751,ft
4629,PASTA NOODLE EGG MED,2,/,5,lb
4630,"VEGETABLE MIX CAR,RUT,PAR FRSH",4,/,5,lb
4631,CEREAL GRANOLA W/RAISIN L/FAT,4,/,50,oz
4632,SPONGE SCRUB SCOTCH-BRITE,20,/,,ea
4633,DETERGENT MACH ULTRA KLEN LIQ,4,/,1,gal
4634,SPICE PEPPER CAYENNE GRND,1,/,25,lb
4635,CREAMER COFFEE LIQ ORIG BULK,3,/,1.5,gal
4636,CROISSANT MARGARINE CURVED SLI,64,/,2.5,oz
4637,CONTAINER PLAS BLK CLR HNG OCT,100,/,,7.5x3
4638,CARROT BABY PLD,2,/,5,lb
4639,TOWEL CFOLD 12.75X10.125 1PLY,16,/,150,ct
4640,BREAD BOULE MINI PARBK,28,/,6.5,oz
4641,PEPPER RED ROASTED PIECES,12,/,,#2.5
4642,COVER TABLE PAPER WHITE 3 PLY,50,/,,54x54
4643,OLIVE SLICED,4,/,1,gal
4644,LINER ROLL 24X33 6 MC NAT,1000,/,12-16,g
4645,SPICE PEPPER RED CRUSHED,1,/,3.25,lb
4646,BUTTER SOLID USDA AA SALTED,36,/,1,lb
4647,PASTA LINGUINE 10 IN,2,/,10,lb
4648,TRAY PAPER PULP SERVING WHT,100,/,,14x18
4649,CUP SOUFFLE PAPER 1 OZ,1,/,250,ct
4650,KIT DIET BLUE REG 2SUG S&P,1,/,500,ct
4651,CONTAINER PLAS BLK CLR HNG OCT,100,/,9x3,""""
4652,SPOON PLAS SERV SILVER REFLCTN,6,/,10,ct
4653,MIX DESSERT LEMON BAR W/FLLNG,6,/,4.1,lb
4654,CEREAL HOT GRITS CORN OLD FSHN,8,/,5,lb
4655,CEREAL HOT GRITS QUICK INSTANT,8,/,36,oz
4656,SOUP BASE VGTBLE LO- SODIUM GF,6,/,1,lb
4657,SOUP BASE BEEF LO-SODIUM GF,6,/,1,lb
4658,RAISIN SEEDLESS GOLDEN,1,/,10,lb
4659,BAG FOIL HOT DOG 3.5X1.5X8.5,1000,/,,ea
4660,TRAY PLAS DISPOS BLK SWIRL,36,/,16,""""
4661,GLOVE LATEX LRG FLCK-LIN YELW,4,/,12,pr
4662,BUTTER SOLID UNSLT USDA AA,36,/,1,lb
4663,BEAN BAKED VEGETARIAN,6,/,,#10
4664,SYRUP COKE DIET CAF-FREE 5X1,1,/,2.5,gal
4665,SAUCE DEMI GLACE CONCENTRATE,6,/,13.6,oz
4666,GLOVE VINYL FDSV PF SML,4,/,100,ct
4667,GLOVE VINYL FDSV PWDR SML,4,/,100,ct
4668,LID PLAS CLR HI-DOME FOR PARF,10,/,50,ct
4669,TEA HOT BAG GREEN JASMINE,6,/,28,ct
4670,PORK LOIN BNLS CC VAC,2,/,7,# avg
4671,SPICE PEPPER SEASONED,6,/,10.3,oz
4672,LID CLR FLAT BIODEGR,1000,/,9-24,oz
4673,CEREAL GRANOLA FRUIT BULKPAK,4,/,50,oz
4674,PORK BUTT BNLS 1/4 6-9#EA,8,/,6-9,#av
4675,JUICE GRAPE 100% ASEPTIC,12,/,46,oz
4676,CONTAINER BIODEG HNGD 8X8X3,apr,-,,50
4677,SOUP BROCCOLI CHEESE,4,/,8,lb
4678,POPCORN MICROWAVE BUTR,36,/,3.5,oz
4679,ONION RING BLK & TAN 5/8,6,/,2,lb
4680,PEPPER GREEN DICED 1/4 IN,1,/,5,lb
4681,PEPPER CHILI GRN DICED RSTD/PL,6,/,,#10
4682,JUICE APPLE SHELF STABLE,96,/,4,oz
4683,CARROT FRESH ORGANIC,1,/,50,lb
4684,CHEESE MOZZ FRSH BURRATA 4 OZ,6,/,8,oz
4685,TORTILLA CORN WHT 6,12,/,60,ct
4686,BOX PIZZA 10 W/K B-FLT 1-7/8,50,/,,10x10
4687,MELON CANTALOUPE HL,1,/,15,ct
4688,BLINTZ CHEESE 2.2OZ,12,/,12,ct
4689,MUSHROOM OYSTER WHT #1 FRSH,1,/,3,lb
4690,SOUP BASE LOBSTER PASTE,6,/,1,lb
4691,TOMATO FRESH BEEF STEAK XL,1,/,1,lyr
4692,BASE HAM NO MSG 6/1 LB,6,/,1,lb
4693,BAG PAPER SILVERWARE 2.75X10,2000,/,,each
4694,MIX GRAVY TURKEY 8/20 OZ,8,/,20,oz
4695,VINEGAR BALSAMIC,2,/,10,ltr
